;run;lambda;mu;c;Wq;Lq;Ws;Ls
124;4;3.333333333333333;0.8333333333333334;5;0.0003999901935049643;0.0002634015422268878;1.1965020142825724;0.7878763831647335
125;5;3.333333333333333;0.8333333333333334;5;0.0003165744154013512;0.0002095279425775377;1.1967120822938881;0.7920558587870378
126;6;3.333333333333333;0.8333333333333334;5;0.0004515043339657979;0.00030176743664938525;1.2049642966891962;0.805286720224864
127;7;3.333333333333333;0.8333333333333334;5;0.00038430633821338764;0.000258438326321738;1.1985174376290453;0.8059554134751723
128;8;3.333333333333333;0.8333333333333334;5;0.0005474110755792004;0.0003677945534601514;1.2034375540700095;0.8085656238285595
129;9;3.333333333333333;0.8333333333333334;5;0.00039539426865613404;0.0002647560022921464;1.2015739131849446;0.8045353257140756
130;10;3.333333333333333;0.8333333333333334;5;0.0005634051505838254;0.00037869840601642763;1.2032520172922916;0.8087751304133531
131;11;3.333333333333333;0.8333333333333334;5;0.0004840133121682325;0.0003234660965220322;1.1955805638427304;0.7989883974559061
132;12;3.333333333333333;0.8333333333333334;5;0.0005848599231365945;0.0003916923877230351;1.2011514944776867;0.8044006140486208
133;13;3.333333333333333;0.8333333333333334;5;0.0004057480398440616;0.0002706014827328021;1.1965566107851016;0.7980075348648014
134;14;3.333333333333333;0.8333333333333334;5;0.0005981518508364;0.0003986921346564939;1.1924780679987683;0.7948128713891497
135;15;3.333333333333333;0.8333333333333334;5;0.000417616558361761;0.00027803239989493016;1.1990068680383292;0.7981697448548278
136;16;3.333333333333333;0.8333333333333334;5;0.0004384597725148789;0.00029192651654040666;1.21422137618094;0.8083995292805692
137;17;3.333333333333333;0.8333333333333334;5;0.00043716050654649233;0.000291656003547557;1.1921446281961967;0.7952358191842842
138;18;3.333333333333333;0.8333333333333334;5;0.000351227041163206;0.0002348725469666588;1.1915675819770724;0.7968250734197074
139;19;3.333333333333333;0.8333333333333334;5;0.00022893505896203728;0.00015341396171164012;1.1921639626504348;0.7988929146513
140;20;3.333333333333333;0.8333333333333334;5;0.0003949414827702532;0.0002613959697863188;1.1964854518698391;0.791905861174574
141;21;3.333333333333333;0.8333333333333334;5;0.0005974506312550911;0.0003953569807267444;1.2049789005513385;0.7973347695637933
142;22;3.333333333333333;0.8333333333333334;5;0.00043777638709240833;0.0002931788464357848;1.2039243318579747;0.8062681250452869
143;23;3.333333333333333;0.8333333333333334;5;0.0003966513332093248;0.00026532800981038574;1.215308941435839;0.8129426736766427
144;24;3.333333333333333;0.8333333333333334;5;0.00016566202415599753;0.00011176885445756788;1.193966690671728;0.8055454468623964
145;25;3.333333333333333;0.8333333333333334;5;0.00043815821040355576;0.0002883168656097472;1.2004270941587714;0.7899050364983532
146;26;3.333333333333333;0.8333333333333334;5;0.0003498595810483053;0.00023337733213408168;1.1952242026270798;0.7972862566044187
147;27;3.333333333333333;0.8333333333333334;5;0.00041587819825239015;0.0002745461513583004;1.2035337563720236;0.7944562639686743
148;28;3.333333333333333;0.8333333333333334;5;0.0003206436529642475;0.00021329857082487782;1.1911919753656548;0.7924047258527352
149;29;3.333333333333333;0.8333333333333334;5;0.000225349158132413;0.0001502222557942309;1.199646885474181;0.7996477160214162
150;0;4.0;0.8333333333333334;6;0.00011205054758735186;7.458980851794875e-05;1.1927289653292263;0.7939758176403624
151;1;4.0;0.8333333333333334;6;5.0291361739581333e-05;3.3101774296992504e-05;1.2006161380325695;0.7902455420530317
152;2;4.0;0.8333333333333334;6;2.170022520869423e-05;1.4372059155718405e-05;1.194909534339294;0.7913885845929151
153;3;4.0;0.8333333333333334;6;1.6712198852645723e-05;1.1190822595708624e-05;1.2071589738382056;0.808299506722889
154;4;4.0;0.8333333333333334;6;2.182296579555174e-05;1.4368677139107151e-05;1.1958414717802426;0.787359094871362
155;5;4.0;0.8333333333333334;6;6.56048901966427e-05;4.342650101676551e-05;1.1967749912535404;0.792102677259347
156;6;4.0;0.8333333333333334;6;0.00010748976847911181;7.184401145606923e-05;1.204721217981036;0.8052115676741683
157;7;4.0;0.8333333333333334;6;7.815797767377243e-06;5.255967682605836e-06;1.1981405983606956;0.8057014103226409
158;8;4.0;0.8333333333333334;6;0.00011340957871237191;7.619989593684292e-05;1.2030150834800628;0.8082929844131191
159;9;4.0;0.8333333333333334;6;3.553160054181866e-05;2.3791249090791064e-05;1.201181645491416;0.804287206188139
160;10;4.0;0.8333333333333334;6;0.00014555774332830395;9.78206258263527e-05;1.2026341212058194;0.8082005682624545
161;11;4.0;0.8333333333333334;6;4.5833772596353795e-06;3.0631626901595007e-06;1.1951226783594497;0.7987243884011885
162;12;4.0;0.8333333333333334;6;0.00011555124271345031;7.742395466771945e-05;1.2010356764102132;0.8046945777957668
163;13;4.0;0.8333333333333334;6;2.2049388703493172e-05;1.4706060289681709e-05;1.1962008692547104;0.7978044326344277
164;14;4.0;0.8333333333333334;6;4.7113484417404906e-05;3.140113736420081e-05;1.19194014716752;0.7944147858874208
165;15;4.0;0.8333333333333334;6;4.9313850517804995e-05;3.283118912073381e-05;1.1986561674743903;0.7979509109515379
166;16;4.0;0.8333333333333334;6;0.0001684745489525552;0.00011220404960240173;1.2142247662186334;0.8086729204378346
167;17;4.0;0.8333333333333334;6;0.00018320258517310416;0.000122251085086013;1.1922135069811959;0.7955640732085532
168;18;4.0;0.8333333333333334;6;1.7722901391752747e-05;1.1849886328553753e-05;1.1911931157868274;0.7964352405559915
169;19;4.0;0.8333333333333334;6;3.434759605297924e-05;2.3017011067022363e-05;1.1919779136107966;0.7987682394688577
170;20;4.0;0.8333333333333334;6;5.151986951242504e-05;3.4104092822444905e-05;1.1961777490565266;0.7918026042670651
171;21;4.0;0.8333333333333334;6;1.7728416486900903e-05;1.1729829484393123e-05;1.204321943950381;0.7968275709953256
172;22;4.0;0.8333333333333334;6;3.321189099077563e-05;2.2242003396522628e-05;1.2034937677792727;0.8059797762817801
173;23;4.0;0.8333333333333334;6;5.140576537528625e-05;3.438737269014349e-05;1.2149732837243463;0.8127442284145591
174;24;4.0;0.8333333333333334;6;3.867293322971858e-05;2.609417496742041e-05;1.1940228546605565;0.8055947614709745
175;25;4.0;0.8333333333333334;6;7.150780621067628e-05;4.704641586212807e-05;1.19999645002101;0.7895016643978214
176;26;4.0;0.8333333333333334;6;3.786858899191277e-05;2.525834885760562e-05;1.1948018457051304;0.796915917751735
177;27;4.0;0.8333333333333334;6;8.511167395161223e-05;5.6172002574585046e-05;1.203051978371498;0.7939902446856185
178;28;4.0;0.8333333333333334;6;7.538515199795147e-05;5.0161280139436737e-05;1.191252483474873;0.7926594025041748
179;29;4.0;0.8333333333333334;6;3.5906256032044198e-06;2.3936546521201883e-06;1.1994205077059255;0.7995512641515453
180;0;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.192616914781639;0.7939012278318442
181;1;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.20056584667083;0.7902124402787346
182;2;4.666666666666666;0.8333333333333334;7;2.4485148217901417e-07;1.6216513664716008e-07;1.1948379537953528;0.7913411767986631
183;3;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.207142261639353;0.8082883159002933
184;4;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.195819648814447;0.7873447261942226
185;5;4.666666666666666;0.8333333333333334;7;2.6155337317426517e-06;1.7311694663658278e-06;1.1964903395341746;0.7919330259308843
186;6;4.666666666666666;0.8333333333333334;7;1.879410531142502e-05;1.2561604108050185e-05;1.2046284825330615;0.805149585155451
187;7;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.1981327825629282;0.805696154354958
188;8;4.666666666666666;0.8333333333333334;7;1.8416552061583033e-06;1.2371871343930192e-06;1.2027816936877695;0.8079704878932149
189;9;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.2011361489892929;0.8042567426402477
190;10;4.666666666666666;0.8333333333333334;7;1.4889107031805857e-05;1.0006075489654897e-05;1.202498935222548;0.8081059230769309
191;11;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.19511809498219;0.7987213252384984
192;12;4.666666666666666;0.8333333333333334;7;1.1477171586925177e-05;7.688786789513037e-06;1.2008575803863584;0.8044785102524307
193;13;4.666666666666666;0.8333333333333334;7;3.551248070064014e-07;2.368398362887084e-07;1.1961586571529859;0.7977421316284704
194;14;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.1918930336831026;0.7943833847500563
195;15;4.666666666666666;0.8333333333333334;7;3.4481416881838744e-06;2.2956348103252805e-06;1.1985822539923257;0.7978713907339218
196;16;4.666666666666666;0.8333333333333334;7;5.22201581936377e-06;3.4776536550634532e-06;1.2139340886751908;0.8083993548489099
197;17;4.666666666666666;0.8333333333333334;7;2.324431913529431e-05;1.551046927259897e-05;1.1920367484113887;0.7953691455285298
198;18;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.1911753928854356;0.7964233906696627
199;19;4.666666666666666;0.8333333333333334;7;5.689201334159884e-07;3.812561382073908e-07;1.1919532959031272;0.7987755817165121
200;20;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.1961262291870143;0.7917685001742425
201;21;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.204304215533894;0.7968158411658414
202;22;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.203460555888282;0.8059575342783837
203;23;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.214921877958971;0.8127098410418689
204;24;4.666666666666666;0.8333333333333334;7;8.012930837764123e-06;5.406644953472965e-06;1.1940274840650698;0.8056337244326824
205;25;4.666666666666666;0.8333333333333334;7;1.617836842554849e-06;1.0644072154536907e-06;1.199912955796166;0.7894451079204986
206;26;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.1947639771161385;0.7968906594028774
207;27;4.666666666666666;0.8333333333333334;7;9.753199599809894e-06;6.436916671882527e-06;1.2029362264126433;0.7939080896170017
208;28;4.666666666666666;0.8333333333333334;7;3.08272883104156e-06;2.0512477641750648e-06;1.1911772730796382;0.7926093575071856
209;29;4.666666666666666;0.8333333333333334;7;0.0;0.0;1.1994169170803222;0.7995488704968932
210;0;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.192616914781639;0.7939012278318445
211;1;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.20056584667083;0.7902124402787347
212;2;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1948377089438706;0.7913410146335262
213;3;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.207142261639353;0.8082883159002933
214;4;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.195819648814447;0.7873447261942229
215;5;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1964877240004428;0.7919312947614181
216;6;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.2046096884277502;0.805137023551343
217;7;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1981327825629282;0.8056961543549582
218;8;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.2027798520325634;0.8079692507060808
219;9;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.2011361489892929;0.8042567426402477
220;10;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.2024840461155162;0.8080959170014412
221;11;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.19511809498219;0.7987213252384984
222;12;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.2008461032147715;0.8044708214656412
223;13;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1961583020281787;0.7977418947886342
224;14;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1918930336831026;0.7943833847500565
225;15;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1985788058506375;0.7978690950991117
226;16;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.2139288666593715;0.8083958771952552
227;17;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1920135040922535;0.7953536350592578
228;18;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1911753928854356;0.796423390669663
229;19;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1919527269829937;0.7987752004603739
230;20;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1961262291870143;0.7917685001742426
231;21;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.204304215533894;0.7968158411658413
232;22;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.203460555888282;0.8059575342783836
233;23;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.214921877958971;0.8127098410418689
234;24;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.194019471134232;0.805628317787729
235;25;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1999113379593236;0.7894440435132832
236;26;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1947639771161385;0.7968906594028774
237;27;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.2029264732130436;0.7939016527003298
238;28;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.191174190350807;0.7926073062594213
239;29;5.333333333333333;0.8333333333333334;8;0.0;0.0;1.1994169170803222;0.7995488704968932
240;0;6.0;0.8333333333333334;9;0.0;0.0;1.192616914781639;0.7939012278318445
241;1;6.0;0.8333333333333334;9;0.0;0.0;1.20056584667083;0.7902124402787347
242;2;6.0;0.8333333333333334;9;0.0;0.0;1.1948377089438706;0.7913410146335262
243;3;6.0;0.8333333333333334;9;0.0;0.0;1.207142261639353;0.8082883159002933
244;4;6.0;0.8333333333333334;9;0.0;0.0;1.195819648814447;0.7873447261942229
245;5;6.0;0.8333333333333334;9;0.0;0.0;1.1964877240004428;0.7919312947614181
246;6;6.0;0.8333333333333334;9;0.0;0.0;1.2046096884277502;0.805137023551343
247;7;6.0;0.8333333333333334;9;0.0;0.0;1.1981327825629282;0.8056961543549582
248;8;6.0;0.8333333333333334;9;0.0;0.0;1.2027798520325634;0.8079692507060808
249;9;6.0;0.8333333333333334;9;0.0;0.0;1.2011361489892929;0.8042567426402477
250;10;6.0;0.8333333333333334;9;0.0;0.0;1.2024840461155162;0.8080959170014412
251;11;6.0;0.8333333333333334;9;0.0;0.0;1.19511809498219;0.7987213252384984
252;12;6.0;0.8333333333333334;9;0.0;0.0;1.2008461032147715;0.8044708214656412
253;13;6.0;0.8333333333333334;9;0.0;0.0;1.1961583020281787;0.7977418947886342
254;14;6.0;0.8333333333333334;9;0.0;0.0;1.1918930336831026;0.7943833847500565
255;15;6.0;0.8333333333333334;9;0.0;0.0;1.1985788058506375;0.7978690950991117
256;16;6.0;0.8333333333333334;9;0.0;0.0;1.2139288666593715;0.8083958771952552
257;17;6.0;0.8333333333333334;9;0.0;0.0;1.1920135040922535;0.7953536350592578
258;18;6.0;0.8333333333333334;9;0.0;0.0;1.1911753928854356;0.796423390669663
259;19;6.0;0.8333333333333334;9;0.0;0.0;1.1919527269829937;0.7987752004603739
260;20;6.0;0.8333333333333334;9;0.0;0.0;1.1961262291870143;0.7917685001742426
261;21;6.0;0.8333333333333334;9;0.0;0.0;1.204304215533894;0.7968158411658413
262;22;6.0;0.8333333333333334;9;0.0;0.0;1.203460555888282;0.8059575342783836
263;23;6.0;0.8333333333333334;9;0.0;0.0;1.214921877958971;0.8127098410418689
264;24;6.0;0.8333333333333334;9;0.0;0.0;1.194019471134232;0.805628317787729
265;25;6.0;0.8333333333333334;9;0.0;0.0;1.1999113379593236;0.7894440435132832
266;26;6.0;0.8333333333333334;9;0.0;0.0;1.1947639771161385;0.7968906594028774
267;27;6.0;0.8333333333333334;9;0.0;0.0;1.2029264732130436;0.7939016527003298
268;28;6.0;0.8333333333333334;9;0.0;0.0;1.191174190350807;0.7926073062594213
269;29;6.0;0.8333333333333334;9;0.0;0.0;1.1994169170803222;0.7995488704968932
